Id,SalePrice
2708,131493.62
2709,110707.03
2710,126976.51
2711,319487.22
2712,397600.16
2713,177472.81
2714,149013.72
2715,170529.6
2716,139000.4
2717,182281.62
2718,226287.5
2719,154079.5
2720,173657.17
2721,137390.3
2722,166688.42
2723,145852.22
2724,132999.75
2725,134735.22
2726,147297.73
2727,182152.86
2728,174865.2
2729,137956.84
2730,144881.1
2731,131861.44
2732,126259.72
2733,158899.0
2734,146116.89
2735,140103.17
2736,147516.47
2737,126530.695
2738,130347.195
2739,161274.06
2740,140160.9
2741,152067.88
2742,154033.66
2743,151414.36
2744,162026.53
2745,144742.03
2746,135724.78
2747,147584.86
2748,123867.336
2749,128760.305
2750,133251.89
2751,134060.53
2752,196689.25
2753,154824.53
2754,223775.97
2755,127439.2
2756,90417.73
2757,67716.66
2758,86147.24
2759,165134.34
2760,133342.27
2761,148954.61
2762,147461.2
2763,181279.78
2764,145693.05
2765,290591.3
2766,114867.21
2767,91832.16
2768,140731.36
2769,136857.02
2770,147006.81
2771,108080.21
2772,116027.99
2773,174655.7
2774,146461.9
2775,120801.0
2776,132446.73
2777,135387.5
2778,98379.16
2779,119082.15
2780,93130.94
2781,95795.84
2782,90110.15
2783,105502.03
2784,123679.77
2785,135851.69
2786,72827.02
2787,119092.14
2788,72169.914
2789,198877.81
2790,89034.164
2791,114035.49
2792,60487.418
2793,146929.6
2794,100788.76
2795,119271.84
2796,102933.7
2797,192421.73
2798,115997.56
2799,120683.31
2800,64718.875
2801,115524.28
2802,139260.61
2803,166243.12
2804,138772.33
2805,100506.27
2806,74439.99
2807,162869.0
2808,151864.69
2809,136807.3
2810,132771.62
2811,155654.5
2812,159790.88
2813,152990.27
2814,158295.2
2815,105167.81
2816,257691.25
2817,153029.66
2818,133273.48
2819,154002.38
2820,136171.81
2821,116855.3
2822,203520.89
2823,311118.4
2824,183609.17
2825,172405.53
2826,134134.7
2827,135818.53
2828,205110.69
2829,202273.61
2830,223728.38
2831,177382.8
2832,240816.62
2833,300530.53
2834,206542.03
2835,216013.56
2836,187951.0
2837,159144.98
2838,151969.58
2839,177720.61
2840,202749.28
2841,212690.94
2842,226133.69
2843,165041.45
2844,159418.11
2845,123804.27
2846,210800.2
2847,206746.4
2848,205596.77
2849,191820.77
2850,282110.7
2851,220995.58
2852,244413.77
2853,239462.0
2854,141953.81
2855,204218.11
2856,201825.4
2857,184548.73
2858,205942.53
2859,115666.6
2860,127536.35
2861,121277.625
2862,190506.33
2863,123548.56
2864,245265.56
2865,141839.73
2866,136218.83
2867,98302.82
2868,102061.29
2869,113536.1
2870,123456.336
2871,86862.0
2872,49448.027
2873,98952.39
2874,142731.94
2875,119545.49
2876,153400.95
2877,146608.64
2878,176582.77
2879,133191.4
2880,101368.586
2881,155404.42
2882,167361.73
2883,187726.19
2884,209804.83
2885,186399.62
2886,237971.97
2887,95567.9
2888,137296.78
2889,50629.03
2890,82262.695
2891,137012.16
2892,39728.09
2893,67577.56
2894,54698.08
2895,309289.84
2896,294287.72
2897,198749.83
2898,148784.39
2899,214621.53
2900,162822.25
2901,206105.61
2902,187848.5
2903,351892.84
2904,357107.6
2905,84187.18
2906,204924.55
2907,109829.99
2908,133990.61
2909,131349.36
2910,80505.945
2911,79470.63
2912,144498.31
2913,87261.21
2914,76497.66
2915,81795.66
2916,83707.47
2917,157510.03
2918,116099.27
2919,225279.14
